run,round,home_team,away_team
11,37,Arsenal,Everton
11,37,Aston Villa,West Ham United
11,37,Man City,Tottenham
11,37,Chelsea,Newcastle United
11,37,Brighton,Crystal Palace
11,37,Ipswich,Leicester
11,37,Man United,Liverpool
11,37,Brentford,Bournemouth
11,37,Wolverhampton,Fulham
11,37,Southampton,Nottingham Forest
11,38,Aston Villa,Arsenal
11,38,Man City,Man United
11,38,Newcastle United,Everton
11,38,Crystal Palace,Bournemouth
11,38,Tottenham,Liverpool
11,38,Brighton,Fulham
11,38,Ipswich,Nottingham Forest
11,38,West Ham United,Chelsea
11,38,Wolverhampton,Brentford
11,38,Southampton,Leicester
12,34,Leicester,Brighton
12,34,Arsenal,Wolverhampton
12,34,Liverpool,Nottingham Forest
12,34,Aston Villa,West Ham United
12,34,Man City,Bournemouth
12,34,Everton,Fulham
12,34,Newcastle United,Tottenham
12,34,Ipswich,Crystal Palace
12,34,Man United,Chelsea
12,34,Southampton,Brentford
12,35,Fulham,Brentford
12,35,Aston Villa,Arsenal
12,35,Chelsea,Man City
12,35,Newcastle United,Everton
12,35,Tottenham,Liverpool
12,35,Bournemouth,Ipswich
12,35,Brighton,West Ham United
12,35,Man United,Crystal Palace
12,35,Wolverhampton,Leicester
12,35,Southampton,Nottingham Forest
12,36,Arsenal,Tottenham
12,36,Liverpool,Man City
12,36,Chelsea,Aston Villa
12,36,Newcastle United,Fulham
12,36,Nottingham Forest,Bournemouth
12,36,Brighton,Man United
12,36,Ipswich,Wolverhampton
12,36,Brentford,Everton
12,36,West Ham United,Crystal Palace
12,36,Southampton,Leicester
12,37,Arsenal,Man City
12,37,Liverpool,Chelsea
12,37,Fulham,Man United
12,37,Newcastle United,Brighton
12,37,Crystal Palace,Brentford
12,37,Tottenham,Aston Villa
12,37,Bournemouth,Wolverhampton
12,37,Nottingham Forest,Leicester
12,37,West Ham United,Everton
12,37,Southampton,Ipswich
12,38,Arsenal,Liverpool
12,38,Aston Villa,Man City
12,38,Crystal Palace,Everton
12,38,Tottenham,Chelsea
12,38,Bournemouth,Southampton
12,38,Nottingham Forest,Wolverhampton
12,38,Brighton,Fulham
12,38,Ipswich,Leicester
12,38,Man United,Newcastle United
12,38,Brentford,West Ham United
13,34,Liverpool,Wolverhampton
13,34,Fulham,Arsenal
13,34,Man City,Man United
13,34,Chelsea,Ipswich
13,34,Crystal Palace,Leicester
13,34,Tottenham,Aston Villa
13,34,Bournemouth,Newcastle United
13,34,Nottingham Forest,Brentford
13,34,Brighton,Everton
13,34,Southampton,West Ham United
13,35,Arsenal,Liverpool
13,35,Fulham,Southampton
13,35,Aston Villa,Man City
13,35,Chelsea,Leicester
13,35,Newcastle United,Crystal Palace
13,35,Tottenham,Brentford
13,35,Bournemouth,Wolverhampton
13,35,Brighton,Man United
13,35,Ipswich,Everton
13,35,West Ham United,Nottingham Forest
13,36,Liverpool,Aston Villa
13,36,Fulham,Man United
13,36,Everton,Tottenham
13,36,Newcastle United,Arsenal
13,36,Crystal Palace,Man City
13,36,Nottingham Forest,Wolverhampton
13,36,Ipswich,Leicester
13,36,Brentford,Chelsea
13,36,West Ham United,Bournemouth
13,36,Southampton,Brighton
13,37,Liverpool,Man City
13,37,Everton,Leicester
13,37,Newcastle United,Southampton
13,37,Crystal Palace,Arsenal
13,37,Tottenham,Chelsea
13,37,Brighton,West Ham United
13,37,Ipswich,Nottingham Forest
13,37,Man United,Aston Villa
13,37,Brentford,Bournemouth
13,37,Wolverhampton,Fulham
13,38,Leicester,Tottenham
13,38,Arsenal,Man City
13,38,Aston Villa,Newcastle United
13,38,Chelsea,Everton
13,38,Crystal Palace,Liverpool
13,38,Nottingham Forest,Bournemouth
13,38,Brighton,Fulham
13,38,Man United,Southampton
13,38,Brentford,Ipswich
13,38,Wolverhampton,West Ham United
14,34,Arsenal,Brighton
14,34,Everton,Leicester
14,34,Chelsea,Crystal Palace
14,34,Tottenham,Fulham
14,34,Bournemouth,Aston Villa
14,34,Nottingham Forest,Wolverhampton
14,34,Man United,Ipswich
14,34,Brentford,Newcastle United
14,34,West Ham United,Liverpool
14,34,Southampton,Man City
14,35,Arsenal,Chelsea
14,35,Liverpool,Aston Villa
14,35,Everton,Man City
14,35,Newcastle United,Fulham
14,35,Tottenham,Brentford
14,35,Bournemouth,Man United
14,35,Nottingham Forest,Brighton
14,35,West Ham United,Crystal Palace
14,35,Wolverhampton,Leicester
14,35,Southampton,Ipswich
14,36,Arsenal,Man City
14,36,Everton,Fulham
14,36,Chelsea,Aston Villa
14,36,Newcastle United,Liverpool
14,36,Crystal Palace,Tottenham
14,36,Brighton,Wolverhampton
14,36,Ipswich,Leicester
14,36,Brentford,Bournemouth
14,36,West Ham United,Man United
14,36,Southampton,Nottingham Forest
14,37,Arsenal,Liverpool
14,37,Aston Villa,Fulham
14,37,Man City,Newcastle United
14,37,Chelsea,Everton
14,37,Crystal Palace,Brentford
14,37,Tottenham,Man United
14,37,Nottingham Forest,Leicester
14,37,Ipswich,Wolverhampton
14,37,West Ham United,Bournemouth
14,37,Southampton,Brighton
14,38,Leicester,Brighton
14,38,Liverpool,Man City
14,38,Everton,Aston Villa
14,38,Chelsea,Fulham
14,38,Newcastle United,Arsenal
14,38,Crystal Palace,Bournemouth
14,38,Ipswich,Nottingham Forest
14,38,Brentford,Man United
14,38,West Ham United,Tottenham
14,38,Wolverhampton,Southampton
15,34,Fulham,Southampton
15,34,Man City,Ipswich
15,34,Everton,Liverpool
15,34,Chelsea,Brighton
15,34,Crystal Palace,Nottingham Forest
15,34,Tottenham,Man United
15,34,Bournemouth,Arsenal
15,34,Brentford,Aston Villa
15,34,West Ham United,Newcastle United
15,34,Wolverhampton,Leicester
15,35,Leicester,Fulham
15,35,Arsenal,Wolverhampton
15,35,Aston Villa,Crystal Palace
15,35,Man City,Newcastle United
15,35,Chelsea,Ipswich
15,35,Tottenham,Bournemouth
15,35,Brighton,Brentford
15,35,Man United,Liverpool
15,35,West Ham United,Nottingham Forest
15,35,Southampton,Everton
15,36,Leicester,Tottenham
15,36,Arsenal,Nottingham Forest
15,36,Aston Villa,West Ham United
15,36,Man City,Wolverhampton
15,36,Crystal Palace,Liverpool
15,36,Bournemouth,Fulham
15,36,Ipswich,Brighton
15,36,Man United,Newcastle United
15,36,Brentford,Everton
15,36,Southampton,Chelsea
15,37,Fulham,West Ham United
15,37,Aston Villa,Wolverhampton
15,37,Chelsea,Leicester
15,37,Newcastle United,Liverpool
15,37,Crystal Palace,Man City
15,37,Nottingham Forest,Tottenham
15,37,Brighton,Everton
15,37,Man United,Arsenal
15,37,Brentford,Bournemouth
15,37,Southampton,Ipswich
15,38,Leicester,Bournemouth
15,38,Liverpool,Man City
15,38,Fulham,Nottingham Forest
15,38,Aston Villa,Arsenal
15,38,Newcastle United,Crystal Palace
15,38,Ipswich,Everton
15,38,Man United,Wolverhampton
15,38,Brentford,Chelsea
15,38,West Ham United,Tottenham
15,38,Southampton,Brighton
16,34,Liverpool,Southampton
16,34,Aston Villa,Arsenal
16,34,Man City,Ipswich
16,34,Everton,Leicester
16,34,Chelsea,Fulham
16,34,Tottenham,Brentford
16,34,Bournemouth,Newcastle United
16,34,Brighton,Man United
16,34,West Ham United,Nottingham Forest
16,34,Wolverhampton,Crystal Palace
16,35,Fulham,Nottingham Forest
16,35,Aston Villa,Man City
16,35,Chelsea,Newcastle United
16,35,Crystal Palace,Leicester
16,35,Tottenham,Liverpool
16,35,Bournemouth,Ipswich
16,35,Brighton,West Ham United
16,35,Man United,Arsenal
16,35,Wolverhampton,Brentford
16,35,Southampton,Everton
16,36,Arsenal,Man City
16,36,Aston Villa,Fulham
16,36,Chelsea,Leicester
16,36,Newcastle United,Tottenham
16,36,Bournemouth,Wolverhampton
16,36,Ipswich,Brighton
16,36,Man United,Liverpool
16,36,Brentford,Everton
16,36,West Ham United,Crystal Palace
16,36,Southampton,Nottingham Forest
16,37,Arsenal,Liverpool
16,37,Fulham,Man United
16,37,Aston Villa,Newcastle United
16,37,Man City,Tottenham
16,37,Crystal Palace,Bournemouth
16,37,Nottingham Forest,Leicester
16,37,Brighton,Brentford
16,37,Ipswich,Wolverhampton
16,37,West Ham United,Everton
16,37,Southampton,Chelsea
16,38,Arsenal,Tottenham
16,38,Liverpool,Man City
16,38,Chelsea,Nottingham Forest
16,38,Newcastle United,Fulham
16,38,Crystal Palace,Everton
16,38,Brighton,Wolverhampton
16,38,Man United,Aston Villa
16,38,Brentford,Ipswich
16,38,West Ham United,Bournemouth
16,38,Southampton,Leicester
17,34,Leicester,Liverpool
17,34,Arsenal,Nottingham Forest
17,34,Man City,West Ham United
17,34,Chelsea,Everton
17,34,Newcastle United,Fulham
17,34,Tottenham,Man United
17,34,Bournemouth,Ipswich
17,34,Brighton,Brentford
17,34,Wolverhampton,Crystal Palace
17,34,Southampton,Aston Villa
17,35,Liverpool,Chelsea
17,35,Aston Villa,Fulham
17,35,Man City,Newcastle United
17,35,Everton,Tottenham
17,35,Crystal Palace,Arsenal
17,35,Nottingham Forest,Leicester
17,35,Man United,Ipswich
17,35,Brentford,Bournemouth
17,35,Wolverhampton,West Ham United
17,35,Southampton,Brighton
17,36,Leicester,Bournemouth
17,36,Liverpool,Man City
17,36,Fulham,Southampton
17,36,Chelsea,Crystal Palace
17,36,Newcastle United,Arsenal
17,36,Tottenham,Aston Villa
17,36,Brighton,West Ham United
