run,round,home_team,away_team
17,36,Wolverhampton,Brentford
17,37,Leicester,West Ham United
17,37,Liverpool,Bournemouth
17,37,Aston Villa,Brighton
17,37,Everton,Crystal Palace
17,37,Newcastle United,Chelsea
17,37,Tottenham,Fulham
17,37,Nottingham Forest,Man City
17,37,Ipswich,Wolverhampton
17,37,Brentford,Arsenal
17,37,Southampton,Man United
17,38,Arsenal,Wolverhampton
17,38,Fulham,Brentford
17,38,Man City,Ipswich
17,38,Chelsea,Nottingham Forest
17,38,Crystal Palace,Tottenham
17,38,Bournemouth,Newcastle United
17,38,Brighton,Everton
17,38,Man United,Aston Villa
17,38,West Ham United,Liverpool
17,38,Southampton,Leicester
18,34,Arsenal,Liverpool
18,34,Fulham,Everton
18,34,Man City,Tottenham
18,34,Chelsea,Leicester
18,34,Crystal Palace,Newcastle United
18,34,Bournemouth,Aston Villa
18,34,Brighton,Southampton
18,34,Man United,West Ham United
18,34,Brentford,Ipswich
18,34,Wolverhampton,Nottingham Forest
18,35,Leicester,Brighton
18,35,Liverpool,Man United
18,35,Aston Villa,Chelsea
18,35,Everton,Man City
18,35,Newcastle United,Brentford
18,35,Tottenham,Wolverhampton
18,35,Nottingham Forest,Arsenal
18,35,Ipswich,Fulham
18,35,West Ham United,Crystal Palace
18,35,Southampton,Bournemouth
18,36,Arsenal,Ipswich
18,36,Fulham,Nottingham Forest
18,36,Man City,Newcastle United
18,36,Chelsea,Tottenham
18,36,Crystal Palace,Aston Villa
18,36,Bournemouth,Everton
18,36,Brighton,Liverpool
18,36,Man United,Leicester
18,36,West Ham United,Southampton
18,36,Wolverhampton,Brentford
18,37,Leicester,West Ham United
18,37,Liverpool,Bournemouth
18,37,Aston Villa,Brighton
18,37,Everton,Crystal Palace
18,37,Newcastle United,Chelsea
18,37,Tottenham,Fulham
18,37,Nottingham Forest,Man City
18,37,Ipswich,Wolverhampton
18,37,Brentford,Arsenal
18,37,Southampton,Man United
18,38,Arsenal,Wolverhampton
18,38,Fulham,Brentford
18,38,Man City,Ipswich
18,38,Chelsea,Nottingham Forest
18,38,Crystal Palace,Tottenham
18,38,Bournemouth,Newcastle United
18,38,Brighton,Everton
18,38,Man United,Aston Villa
18,38,West Ham United,Liverpool
18,38,Southampton,Leicester
19,34,Arsenal,Liverpool
19,34,Fulham,Everton
19,34,Man City,Tottenham
19,34,Chelsea,Leicester
19,34,Crystal Palace,Newcastle United
19,34,Bournemouth,Aston Villa
19,34,Brighton,Southampton
19,34,Man United,West Ham United
19,34,Brentford,Ipswich
19,34,Wolverhampton,Nottingham Forest
19,35,Leicester,Brighton
19,35,Liverpool,Man United
19,35,Aston Villa,Chelsea
19,35,Everton,Man City
19,35,Newcastle United,Brentford
19,35,Tottenham,Wolverhampton
19,35,Nottingham Forest,Arsenal
19,35,Ipswich,Fulham
19,35,West Ham United,Crystal Palace
19,35,Southampton,Bournemouth
19,36,Arsenal,Ipswich
19,36,Fulham,Nottingham Forest
19,36,Man City,Newcastle United
19,36,Chelsea,Tottenham
19,36,Crystal Palace,Aston Villa
19,36,Bournemouth,Everton
19,36,Brighton,Liverpool
19,36,Man United,Leicester
19,36,West Ham United,Southampton
19,36,Wolverhampton,Brentford
19,37,Leicester,West Ham United
19,37,Liverpool,Bournemouth
19,37,Aston Villa,Brighton
19,37,Everton,Crystal Palace
19,37,Newcastle United,Chelsea
19,37,Tottenham,Fulham
19,37,Nottingham Forest,Man City
19,37,Ipswich,Wolverhampton
19,37,Brentford,Arsenal
19,37,Southampton,Man United
19,38,Arsenal,Wolverhampton
19,38,Fulham,Brentford
19,38,Man City,Ipswich
19,38,Chelsea,Nottingham Forest
19,38,Crystal Palace,Tottenham
19,38,Bournemouth,Newcastle United
19,38,Brighton,Everton
19,38,Man United,Aston Villa
19,38,West Ham United,Liverpool
19,38,Southampton,Leicester
20,34,Arsenal,Ipswich
20,34,Fulham,Liverpool
20,34,Man City,Tottenham
20,34,Chelsea,Aston Villa
20,34,Crystal Palace,Everton
20,34,Bournemouth,Leicester
20,34,Brighton,Southampton
20,34,Man United,West Ham United
20,34,Brentford,Nottingham Forest
20,34,Wolverhampton,Newcastle United
20,35,Leicester,Man United
20,35,Liverpool,Man City
20,35,Aston Villa,Brighton
20,35,Everton,Chelsea
20,35,Newcastle United,Arsenal
20,35,Tottenham,Wolverhampton
20,35,Nottingham Forest,Fulham
20,35,Ipswich,Brentford
20,35,West Ham United,Crystal Palace
20,35,Southampton,Bournemouth
20,36,Arsenal,Nottingham Forest
20,36,Fulham,Ipswich
20,36,Man City,Everton
20,36,Chelsea,Tottenham
20,36,Crystal Palace,Newcastle United
20,36,Bournemouth,Aston Villa
20,36,Brighton,Leicester
20,36,Man United,Liverpool
20,36,West Ham United,Southampton
20,36,Wolverhampton,Brentford
20,37,Leicester,West Ham United
20,37,Liverpool,Brighton
20,37,Aston Villa,Crystal Palace
20,37,Everton,Bournemouth
20,37,Newcastle United,Chelsea
20,37,Tottenham,Fulham
20,37,Nottingham Forest,Man City
20,37,Ipswich,Wolverhampton
20,37,Brentford,Arsenal
20,37,Southampton,Man United
20,38,Arsenal,Wolverhampton
20,38,Fulham,Brentford
20,38,Man City,Ipswich
20,38,Chelsea,Nottingham Forest
20,38,Crystal Palace,Tottenham
20,38,Bournemouth,Newcastle United
20,38,Brighton,Everton
20,38,Man United,Aston Villa
20,38,West Ham United,Liverpool
20,38,Southampton,Leicester
21,34,Arsenal,Ipswich
21,34,Fulham,Liverpool
21,34,Man City,Tottenham
21,34,Chelsea,Aston Villa
21,34,Crystal Palace,Everton
21,34,Bournemouth,Leicester
21,34,Brighton,Southampton
21,34,Man United,West Ham United
21,34,Brentford,Nottingham Forest
21,34,Wolverhampton,Newcastle United
21,35,Leicester,Man United
21,35,Liverpool,Man City
21,35,Aston Villa,Brighton
21,35,Everton,Chelsea
21,35,Newcastle United,Arsenal
21,35,Tottenham,Wolverhampton
21,35,Nottingham Forest,Fulham
21,35,Ipswich,Brentford
21,35,West Ham United,Crystal Palace
21,35,Southampton,Bournemouth
21,36,Arsenal,Nottingham Forest
21,36,Fulham,Ipswich
21,36,Man City,Everton
21,36,Chelsea,Tottenham
21,36,Crystal Palace,Newcastle United
21,36,Bournemouth,Aston Villa
21,36,Brighton,Leicester
21,36,Man United,Liverpool
21,36,West Ham United,Southampton
21,36,Wolverhampton,Brentford
21,37,Leicester,West Ham United
21,37,Liverpool,Brighton
21,37,Aston Villa,Crystal Palace
21,37,Everton,Bournemouth
21,37,Newcastle United,Chelsea
21,37,Tottenham,Fulham
21,37,Nottingham Forest,Man City
21,37,Ipswich,Wolverhampton
21,37,Brentford,Arsenal
21,37,Southampton,Man United
21,38,Arsenal,Wolverhampton
21,38,Fulham,Brentford
21,38,Man City,Ipswich
21,38,Chelsea,Nottingham Forest
21,38,Crystal Palace,Tottenham
21,38,Bournemouth,Newcastle United
21,38,Brighton,Everton
21,38,Man United,Aston Villa
21,38,West Ham United,Liverpool
21,38,Southampton,Leicester
22,34,Arsenal,Ipswich
22,34,Fulham,Liverpool
22,34,Man City,Tottenham
22,34,Chelsea,Aston Villa
22,34,Crystal Palace,Everton
22,34,Bournemouth,Leicester
22,34,Brighton,Southampton
22,34,Man United,West Ham United
22,34,Brentford,Nottingham Forest
22,34,Wolverhampton,Newcastle United
22,35,Leicester,Man United
22,35,Liverpool,Man City
22,35,Aston Villa,Brighton
22,35,Everton,Chelsea
22,35,Newcastle United,Arsenal
22,35,Tottenham,Wolverhampton
22,35,Nottingham Forest,Fulham
22,35,Ipswich,Brentford
22,35,West Ham United,Crystal Palace
22,35,Southampton,Bournemouth
22,36,Arsenal,Nottingham Forest
22,36,Fulham,Ipswich
22,36,Man City,Everton
22,36,Chelsea,Tottenham
22,36,Crystal Palace,Newcastle United
22,36,Bournemouth,Aston Villa
22,36,Brighton,Leicester
22,36,Man United,Liverpool
22,36,West Ham United,Southampton
22,36,Wolverhampton,Brentford
22,37,Leicester,West Ham United
22,37,Liverpool,Brighton
22,37,Aston Villa,Crystal Palace
22,37,Everton,Bournemouth
22,37,Newcastle United,Chelsea
22,37,Tottenham,Fulham
22,37,Nottingham Forest,Man City
22,37,Ipswich,Wolverhampton
22,37,Brentford,Arsenal
22,37,Southampton,Man United
22,38,Arsenal,Wolverhampton
22,38,Fulham,Brentford
22,38,Man City,Ipswich
22,38,Chelsea,Nottingham Forest
22,38,Crystal Palace,Tottenham
22,38,Bournemouth,Newcastle United
22,38,Brighton,Everton
22,38,Man United,Aston Villa
22,38,West Ham United,Liverpool
22,38,Southampton,Leicester
23,34,Arsenal,Ipswich
23,34,Fulham,Liverpool
23,34,Man City,Tottenham
23,34,Chelsea,Aston Villa
23,34,Crystal Palace,Everton
23,34,Bournemouth,Leicester
23,34,Brighton,Southampton
23,34,Man United,West Ham United
23,34,Brentford,Nottingham Forest
23,34,Wolverhampton,Newcastle United
23,35,Leicester,Man United
23,35,Liverpool,Man City
23,35,Aston Villa,Brighton
23,35,Everton,Chelsea
23,35,Newcastle United,Arsenal
23,35,Tottenham,Wolverhampton
23,35,Nottingham Forest,Fulham
23,35,Ipswich,Brentford
23,35,West Ham United,Crystal Palace
23,35,Southampton,Bournemouth
23,36,Arsenal,Nottingham Forest
23,36,Fulham,Ipswich
23,36,Man City,Everton
23,36,Chelsea,Tottenham
23,36,Crystal Palace,Newcastle United
23,36,Bournemouth,Aston Villa
23,36,Brighton,Leicester
23,36,Man United,Liverpool
23,36,West Ham United,Southampton
23,36,Wolverhampton,Brentford
23,37,Leicester,West Ham United
23,37,Liverpool,Brighton
23,37,Aston Villa,Crystal Palace
23,37,Everton,Bournemouth
23,37,Newcastle United,Chelsea
23,37,Tottenham,Fulham
23,37,Nottingham Forest,Man City
23,37,Ipswich,Wolverhampton
23,37,Brentford,Arsenal
23,37,Southampton,Man United
23,38,Arsenal,Wolverhampton
23,38,Fulham,Brentford
23,38,Man City,Ipswich
23,38,Chelsea,Nottingham Forest
23,38,Crystal Palace,Tottenham
23,38,Bournemouth,Newcastle United
23,38,Brighton,Everton
23,38,Man United,Aston Villa
23,38,West Ham United,Liverpool
23,38,Southampton,Leicester
24,34,Arsenal,Ipswich
24,34,Fulham,Liverpool
24,34,Man City,Tottenham
24,34,Chelsea,Aston Villa
24,34,Crystal Palace,Everton
24,34,Bournemouth,Leicester
24,34,Brighton,Southampton
24,34,Man United,West Ham United
24,34,Brentford,Nottingham Forest
24,34,Wolverhampton,Newcastle United
24,35,Leicester,Man United
24,35,Liverpool,Man City
24,35,Aston Villa,Brighton
24,35,Everton,Chelsea
24,35,Newcastle United,Arsenal
24,35,Tottenham,Wolverhampton
24,35,Nottingham Forest,Fulham
24,35,Ipswich,Brentford
24,35,West Ham United,Crystal Palace
24,35,Southampton,Bournemouth
24,36,Arsenal,Nottingham Forest
24,36,Fulham,Ipswich
24,36,Man City,Everton
24,36,Chelsea,Tottenham
24,36,Crystal Palace,Newcastle United
24,36,Bournemouth,Aston Villa
24,36,Brighton,Leicester
24,36,Man United,Liverpool
24,36,West Ham United,Southampton
24,36,Wolverhampton,Brentford
24,37,Leicester,West Ham United
24,37,Liverpool,Brighton
24,37,Aston Villa,Crystal Palace
24,37,Everton,Bournemouth
24,37,Newcastle United,Chelsea
24,37,Tottenham,Fulham
24,37,Nottingham Forest,Man City
24,37,Ipswich,Wolverhampton
24,37,Brentford,Arsenal
24,37,Southampton,Man United
24,38,Arsenal,Wolverhampton
24,38,Fulham,Brentford
24,38,Man City,Ipswich
24,38,Chelsea,Nottingham Forest
24,38,Crystal Palace,Tottenham
24,38,Bournemouth,Newcastle United
24,38,Brighton,Everton
24,38,Man United,Aston Villa
24,38,West Ham United,Liverpool
24,38,Southampton,Leicester
