run,round,team,rating,points,saldo
2,4,Lille,1668.62,5,-1
2,4,Inter,1881.93,6,5
2,4,Atletico Madrid,1941.42,8,5
2,4,PSG,2000.94,6,5
2,4,Celtic,1614.97,3,-8
2,4,Liverpool,1984.84,5,-2
2,4,Leipzig,1830.34,10,4
2,4,Young Boys,1642.12,5,-4
2,4,Barcelona,2096.7,8,7
2,4,Bayer Leverkusen,1859.29,6,5
2,4,Atalanta,1869.73,10,4
2,4,Sporting CP,1729.91,12,7
2,4,AS Monaco,1574.22,0,-7
2,4,Aston Villa,1571.08,1,-7
2,4,Juventus,1931.24,5,1
2,4,PAOK,1662.01,6,1
2,4,Galatasaray,1608.11,4,-5
2,4,Bologna,1565.54,3,-3
2,4,Girona,1545.32,1,-9
2,4,Maccabi Tel Aviv,1629.19,4,0
2,4,Arsenal,1837.25,6,1
2,4,Sparta Praha,1577.95,3,-3
2,4,Sturm Graz,1542.78,4,-1
2,4,Shakhtar Donetsk,1703.5,2,-5
2,4,Fenerbahçe,1649.68,4,0
2,4,Stuttgart,1545.09,4,-2
2,4,Benfica,1715.85,3,0
2,4,Feyenoord,1669.48,1,-4
2,4,Club Brugge,1743.47,7,2
2,4,AC Milan,1862.85,6,1
2,4,Stade Brestois,1535.61,4,-5
2,5,Borussia Dortmund,1903.89,11,4
2,5,Real Madrid,2074.05,9,7
2,5,PSV,1673.9,4,-9
2,5,Manchester City,2014.77,13,10
2,5,Bayern Munich,2079.68,13,7
2,5,Lille,1666.47,5,-2
2,5,Inter,1889.23,9,7
2,5,Atletico Madrid,1954.06,11,7
2,5,PSG,1991.46,6,3
2,5,Celtic,1612.79,4,-8
2,5,Liverpool,1986.99,8,-1
2,5,Leipzig,1824.54,11,4
2,5,Young Boys,1635.92,5,-7
2,5,Barcelona,2098.2,11,12
2,5,Bayer Leverkusen,1866.7,9,7
2,5,Atalanta,1873.61,13,6
2,5,Sporting CP,1736.11,15,10
2,5,AS Monaco,1565.79,0,-8
2,5,Aston Villa,1567.2,1,-9
2,5,Juventus,1933.66,8,4
2,5,PAOK,1660.26,7,1
2,5,Galatasaray,1606.62,4,-10
2,5,Bologna,1561.82,4,-3
2,5,Girona,1539.98,1,-10
2,5,Maccabi Tel Aviv,1622.44,5,0
2,5,Arsenal,1829.95,6,-1
2,5,Sparta Praha,1586.38,6,-2
2,5,Sturm Graz,1539.86,4,-2
2,5,Shakhtar Donetsk,1710.51,5,-4
2,5,Fenerbahçe,1653.39,5,0
2,5,Stuttgart,1538.08,4,-3
2,5,Benfica,1708.44,3,-2
2,5,Feyenoord,1674.82,4,-3
2,5,Club Brugge,1745.66,8,2
2,5,AC Milan,1869.6,7,1
2,5,Stade Brestois,1533.19,4,-8
2,6,Borussia Dortmund,1893.86,11,3
2,6,Real Madrid,2078.13,12,9
2,6,PSV,1682.28,7,-8
2,6,Manchester City,2017.83,16,15
2,6,Bayern Munich,2080.33,16,9
2,6,Lille,1663.41,5,-7
2,6,Inter,1885.15,9,5
2,6,Atletico Madrid,1964.09,14,8
2,6,PSG,1992.96,9,5
2,6,Celtic,1604.53,4,-9
2,6,Liverpool,1990.01,11,1
2,6,Leipzig,1827.72,14,6
2,6,Young Boys,1632.9,5,-9
2,6,Barcelona,2099.68,14,20
2,6,Bayer Leverkusen,1870.27,12,9
2,6,Atalanta,1881.71,14,6
2,6,Sporting CP,1728.43,15,8
2,6,AS Monaco,1557.41,0,-9
2,6,Aston Villa,1557.89,1,-12
2,6,Juventus,1935.08,11,6
2,6,PAOK,1649.21,7,0
2,6,Galatasaray,1605.12,4,-12
2,6,Bologna,1559.15,5,-3
2,6,Girona,1549.28,4,-7
2,6,Maccabi Tel Aviv,1630.71,8,1
2,6,Arsenal,1839,9,2
2,6,Sparta Praha,1583.2,6,-4
2,6,Sturm Graz,1539.21,4,-4
2,6,Shakhtar Donetsk,1709.04,5,-12
2,6,Fenerbahçe,1649.81,5,-2
2,6,Stuttgart,1536.66,4,-5
2,6,Benfica,1711.12,4,-2
2,6,Feyenoord,1685.87,7,-2
2,6,Club Brugge,1736.61,8,-1
2,6,AC Milan,1877.27,10,3
2,6,Stade Brestois,1525.09,5,-8
2,7,Borussia Dortmund,1885.92,11,2
2,7,Real Madrid,2080.18,15,10
2,7,PSV,1678.52,7,-10
2,7,Manchester City,2025.77,19,16
2,7,Bayern Munich,2082.16,19,10
2,7,Lille,1650.95,5,-8
2,7,Inter,1888.91,12,7
2,7,Atletico Madrid,1970.88,15,8
2,7,PSG,1980.93,9,4
2,7,Celtic,1614.66,7,-8
2,7,Liverpool,1998.01,12,1
2,7,Leipzig,1835.86,17,8
2,7,Young Boys,1630.58,5,-11
2,7,Barcelona,2101.89,17,23
2,7,Bayer Leverkusen,1882.3,15,10
2,7,Atalanta,1886.03,17,8
2,7,Sporting CP,1721.65,16,8
2,7,AS Monaco,1549.41,1,-9
2,7,Aston Villa,1547.75,1,-13
2,7,Juventus,1937.4,14,8
2,7,PAOK,1653.6,8,0
2,7,Galatasaray,1599.94,4,-14
2,7,Bologna,1570.05,8,-1
2,7,Girona,1547.26,4,-9
2,7,Maccabi Tel Aviv,1628.87,8,0
2,7,Arsenal,1843.71,12,3
2,7,Sparta Praha,1578.49,6,-5
2,7,Sturm Graz,1528.31,4,-6
2,7,Shakhtar Donetsk,1704.72,5,-14
2,7,Fenerbahçe,1647.76,5,-3
2,7,Stuttgart,1532.27,5,-5
2,7,Benfica,1702.97,4,-4
2,7,Feyenoord,1683.66,7,-5
2,7,Club Brugge,1741.78,11,1
2,7,AC Milan,1879.3,13,5
2,7,Stade Brestois,1537.54,8,-7
2,8,Borussia Dortmund,1892.78,14,4
2,8,Real Madrid,2065.11,15,8
2,8,PSV,1684.42,10,-7
2,8,Manchester City,2030.62,22,19
2,8,Bayern Munich,2083.71,22,12
2,8,Lille,1639.4,5,-9
2,8,Inter,1893.24,15,8
2,8,Atletico Madrid,1975.38,18,9
2,8,PSG,1987.77,10,4
2,8,Celtic,1610.32,7,-9
2,8,Liverpool,1979.06,12,0
2,8,Leipzig,1845.83,20,9
2,8,Young Boys,1625.38,6,-11
2,8,Barcelona,2102.45,20,26
2,8,Bayer Leverkusen,1887.5,16,10
2,8,Atalanta,1876.06,17,7
2,8,Sporting CP,1714.79,16,6
2,8,AS Monaco,1547.01,1,-11
2,8,Aston Villa,1566.7,4,-12
2,8,Juventus,1952.46,17,10
2,8,PAOK,1642.03,8,-1
2,8,Galatasaray,1599.01,5,-14
2,8,Bologna,1580.26,11,0
2,8,Girona,1558.83,7,-8
2,8,Maccabi Tel Aviv,1618.66,8,-1
2,8,Arsenal,1846.12,15,5
2,8,Sparta Praha,1572.59,6,-8
2,8,Sturm Graz,1519.89,4,-7
2,8,Shakhtar Donetsk,1700.22,5,-15
2,8,Fenerbahçe,1659.32,8,-2
2,8,Stuttgart,1540.69,8,-4
2,8,Benfica,1701.43,4,-6
2,8,Feyenoord,1684.59,8,-5
2,8,Club Brugge,1734.95,12,1
2,8,AC Milan,1874.45,13,2
2,8,Stade Brestois,1536.98,8,-10
3,1,Borussia Dortmund,1907,1,0
3,1,Real Madrid,2100.96,3,2
3,1,PSV,1670.25,0,-2
3,1,Manchester City,2001.71,3,1
3,1,Bayern Munich,2051.46,3,4
3,1,Lille,1660.33,0,-2
3,1,Inter,1883.35,3,4
3,1,Atletico Madrid,1922,3,2
3,1,PSG,2021.74,3,4
3,1,Celtic,1627.98,3,2
3,1,Liverpool,1987.77,3,1
3,1,Leipzig,1805.9,3,5
3,1,Young Boys,1639.67,3,2
3,1,Barcelona,2085.17,1,0
3,1,Bayer Leverkusen,1872.46,3,1
3,1,Atalanta,1842.23,0,-1
3,1,Sporting CP,1696.39,3,1
3,1,AS Monaco,1592.02,0,-2
3,1,Aston Villa,1577.54,0,-1
3,1,Juventus,1943.47,3,1
3,1,PAOK,1658.54,0,-4
3,1,Galatasaray,1603.61,0,-1
3,1,Bologna,1565.22,0,-2
3,1,Girona,1558.26,0,-4
3,1,Maccabi Tel Aviv,1638.29,0,-1
3,1,Arsenal,1824.83,1,0
3,1,Sparta Praha,1588,0,-2
3,1,Sturm Graz,1536.49,0,-1
3,1,Shakhtar Donetsk,1724.78,3,2
3,1,Fenerbahçe,1643,1,0
3,1,Stuttgart,1546.65,0,-4
3,1,Benfica,1749.75,3,2
3,1,Feyenoord,1694.1,0,-5
3,1,Club Brugge,1716.53,0,-1
3,1,AC Milan,1863.51,3,1
3,1,Stade Brestois,1529.04,0,-2
3,2,Borussia Dortmund,1897.22,1,-3
3,2,Real Madrid,2109.97,4,2
3,2,PSV,1682.99,3,1
3,2,Manchester City,2003.92,6,2
3,2,Bayern Munich,2053.08,6,9
3,2,Lille,1656.16,0,-5
3,2,Inter,1885.4,6,7
3,2,Atletico Madrid,1925.54,6,3
3,2,PSG,2029.68,4,4
3,2,Celtic,1626.96,3,1
3,2,Liverpool,1992.23,4,1
3,2,Leipzig,1810.87,4,5
3,2,Young Boys,1630.67,4,2
3,2,Barcelona,2086.18,4,1
3,2,Bayer Leverkusen,1868,4,1
3,2,Atalanta,1844.94,1,-1
3,2,Sporting CP,1688.44,4,1
3,2,AS Monaco,1579.31,0,-4
3,2,Aston Villa,1575.93,0,-6
3,2,Juventus,1947.64,6,4
3,2,PAOK,1648.97,0,-7
3,2,Galatasaray,1600.07,0,-2
3,2,Bologna,1560.25,1,-2
3,2,Girona,1556.21,0,-7
3,2,Maccabi Tel Aviv,1623.97,0,-3
3,2,Arsenal,1831.24,4,3
3,2,Sparta Praha,1585.79,0,-3
3,2,Sturm Graz,1530.07,1,-1
3,2,Shakhtar Donetsk,1734.35,6,5
3,2,Fenerbahçe,1636.59,1,-3
3,2,Stuttgart,1559.37,3,-2
3,2,Benfica,1756.17,4,2
3,2,Feyenoord,1691.38,1,-5
3,2,Club Brugge,1703.79,0,-4
3,2,AC Milan,1873.29,6,4
3,2,Stade Brestois,1543.36,3,0
3,3,Borussia Dortmund,1899.15,4,0
3,3,Real Madrid,2119.29,5,2
3,3,PSV,1681.29,4,1
3,3,Manchester City,2005.02,9,5
3,3,Bayern Munich,2059.96,9,13
3,3,Lille,1652.59,1,-5
3,3,Inter,1878.56,6,5
3,3,Atletico Madrid,1931.16,7,3
3,3,PSG,2022.69,4,3
3,3,Celtic,1626.67,4,1
3,3,Liverpool,1985.35,4,-3
3,3,Leipzig,1813.95,5,5
3,3,Young Boys,1634.78,5,2
3,3,Barcelona,2093.18,7,2
3,3,Bayer Leverkusen,1870.11,5,1
3,3,Atalanta,1842.84,2,-1
3,3,Sporting CP,1688.74,5,1
3,3,AS Monaco,1569.99,1,-4
3,3,Aston Villa,1564.74,0,-7
3,3,Juventus,1954.48,9,6
3,3,PAOK,1645.89,1,-7
3,3,Galatasaray,1589.92,0,-3
3,3,Bologna,1559.16,1,-5
3,3,Girona,1548.91,0,-10
3,3,Maccabi Tel Aviv,1635.79,3,-1
3,3,Arsenal,1840.98,7,7
3,3,Sparta Praha,1596.97,3,-2
3,3,Sturm Graz,1525.96,2,-1
3,3,Shakhtar Donetsk,1737.91,7,5
3,3,Fenerbahçe,1624.77,1,-5
3,3,Stuttgart,1557.44,3,-5
3,3,Benfica,1750.55,5,2
3,3,Feyenoord,1693.08,2,-5
3,3,Club Brugge,1711.09,3,-1
3,3,AC Milan,1863.55,6,0
3,3,Stade Brestois,1553.51,6,1
3,4,Borussia Dortmund,1912.91,7,1
3,4,Real Madrid,2123.05,8,4
3,4,PSV,1674.45,5,1
3,4,Manchester City,2009.5,12,9
3,4,Bayern Munich,2063.01,12,15
3,4,Lille,1658.79,4,-4
3,4,Inter,1872.94,6,0
3,4,Atletico Madrid,1935.1,10,4
3,4,PSG,2029.52,5,3
3,4,Celtic,1620.2,5,1
3,4,Liverpool,1971.59,4,-4
3,4,Leipzig,1810.19,5,3
3,4,Young Boys,1624.03,5,1
3,4,Barcelona,2098.79,10,7
3,4,Bayer Leverkusen,1873.96,8,3
3,4,Atalanta,1849.3,3,-1
3,4,Sporting CP,1695.63,8,2
3,4,AS Monaco,1566.13,1,-6
3,4,Aston Villa,1558.54,0,-8
3,4,Juventus,1963.34,12,8
3,4,PAOK,1640.1,1,-8
3,4,Galatasaray,1577.32,0,-4
3,4,Bologna,1547.54,1,-6
3,4,Girona,1561.51,3,-9
3,4,Maccabi Tel Aviv,1631.85,3,-2
3,4,Arsenal,1846.15,8,7
3,4,Sparta Praha,1606.3,6,0
3,4,Sturm Graz,1519.06,2,-2
3,4,Shakhtar Donetsk,1733.43,7,1
3,4,Fenerbahçe,1615.45,1,-7
3,4,Stuttgart,1568.19,6,-4
3,4,Benfica,1756.34,8,3
3,4,Feyenoord,1687.91,3,-5
3,4,Club Brugge,1708.04,3,-3
3,4,AC Milan,1854.69,6,-2
3,4,Stade Brestois,1565.14,9,2
3,5,Borussia Dortmund,1920.47,8,1
3,5,Real Madrid,2129.31,11,8
3,5,PSV,1682.04,8,2
3,5,Manchester City,2013.32,15,12
3,5,Bayern Munich,2073.52,15,18
3,5,Lille,1676.6,7,-3
3,5,Inter,1880.73,9,1
3,5,Atletico Madrid,1928.84,10,0
3,5,PSG,2019.01,5,0
3,5,Celtic,1619.15,6,1
3,5,Liverpool,1953.78,4,-5
3,5,Leipzig,1806.36,5,0
3,5,Young Boys,1620.64,6,1
3,5,Barcelona,2100.05,13,10
3,5,Bayer Leverkusen,1875.85,9,3
3,5,Atalanta,1853.33,6,2
3,5,Sporting CP,1699.03,9,2
3,5,AS Monaco,1558.71,1,-10
3,5,Aston Villa,1554.52,0,-11
3,5,Juventus,1970.95,13,8
3,5,PAOK,1632.51,1,-9
3,5,Galatasaray,1576.07,0,-7
3,5,Bologna,1560.84,4,-5
3,5,Girona,1556.22,3,-10
3,5,Maccabi Tel Aviv,1648.43,6,1
3,5,Arsenal,1838.36,8,6
3,5,Sparta Praha,1613.73,9,4
3,5,Sturm Graz,1511.5,3,-2
3,5,Shakhtar Donetsk,1736.6,8,1
3,5,Fenerbahçe,1602.14,1,-8
3,5,Stuttgart,1565.02,7,-4
3,5,Benfica,1754.46,9,3
3,5,Feyenoord,1693.19,6,-4
3,5,Club Brugge,1709.08,4,-3
3,5,AC Milan,1838.11,6,-5
3,5,Stade Brestois,1557.53,10,2
3,6,Borussia Dortmund,1909.24,8,0
3,6,Real Madrid,2136.29,12,8
3,6,PSV,1689.99,11,4
3,6,Manchester City,2016.56,18,16
3,6,Bayern Munich,2074.09,18,20
3,6,Lille,1673.36,7,-7
3,6,Inter,1873.75,10,1
3,6,Atletico Madrid,1940.07,13,1
3,6,PSG,2020.11,8,5
3,6,Celtic,1611.43,6,0
3,6,Liverpool,1957.08,7,-4
3,6,Leipzig,1790.31,5,-2
3,6,Young Boys,1617.34,6,0
3,6,Barcelona,2101.73,16,11
3,6,Bayer Leverkusen,1883.18,10,3
3,6,Atalanta,1855.72,9,3
3,6,Sporting CP,1696.56,10,2
3,6,AS Monaco,1550.75,1,-12
3,6,Aston Villa,1553,1,-11
3,6,Juventus,1972.3,16,12
3,6,PAOK,1642.78,4,-6
3,6,Galatasaray,1574.97,0,-12
3,6,Bologna,1554.72,4,-8
3,6,Girona,1557.73,4,-10
3,6,Maccabi Tel Aviv,1656.15,9,2
3,6,Arsenal,1846.16,11,8
3,6,Sparta Praha,1629.78,12,6
3,6,Sturm Graz,1510.93,3,-4
3,6,Shakhtar Donetsk,1734.91,8,0
3,6,Fenerbahçe,1594.81,2,-8
3,6,Stuttgart,1563.68,7,-8
3,6,Benfica,1760.58,12,6
3,6,Feyenoord,1682.92,6,-7
3,6,Club Brugge,1701.29,4,-5
3,6,AC Milan,1840.58,7,-5
3,6,Stade Brestois,1555.14,10,1
3,7,Borussia Dortmund,1900.84,8,-1
3,7,Real Madrid,2137.41,15,12
3,7,PSV,1685.89,11,2
3,7,Manchester City,2024.96,21,17
3,7,Bayern Munich,2076.25,21,24
3,7,Lille,1675.26,8,-7
3,7,Inter,1877.86,13,3
3,7,Atletico Madrid,1943.17,16,4
3,7,PSG,2027.69,11,7
3,7,Celtic,1611.63,7,0
3,7,Liverpool,1959.37,10,-1
3,7,Leipzig,1780.93,5,-4
3,7,Young Boys,1615.58,6,-4
3,7,Barcelona,2103.88,19,13
3,7,Bayer Leverkusen,1875.6,10,1
3,7,Atalanta,1841.13,9,2
3,7,Sporting CP,1693.46,10,-1
3,7,AS Monaco,1548.46,1,-15
3,7,Aston Villa,1552.8,2,-11
3,7,Juventus,1974.06,19,16
3,7,PAOK,1649.2,7,-5
3,7,Galatasaray,1589.68,3,-11
3,7,Bologna,1544.94,4,-10
3,7,Girona,1555.18,4,-11
3,7,Maccabi Tel Aviv,1653.99,9,-2
3,7,Arsenal,1851.73,14,9
3,7,Sparta Praha,1624.21,12,5
3,7,Sturm Graz,1520.72,6,-2
3,7,Shakhtar Donetsk,1749.5,11,1
3,7,Fenerbahçe,1593.69,2,-12
3,7,Stuttgart,1557.27,7,-9
3,7,Benfica,1769.96,15,8
3,7,Feyenoord,1680.77,6,-9
3,7,Club Brugge,1686.58,4,-6
3,7,AC Milan,1843.13,10,-4
3,7,Stade Brestois,1553.24,11,1
3,8,Borussia Dortmund,1886.62,8,-2
3,8,Real Madrid,2141.92,18,14
3,8,PSV,1672.74,11,1
3,8,Manchester City,2029.11,24,18
3,8,Bayern Munich,2078.52,24,25
3,8,Lille,1661.61,8,-8
3,8,Inter,1882.36,16,4
3,8,Atletico Madrid,1949.28,19,7
3,8,PSG,2029.58,14,11
3,8,Celtic,1607.14,7,-1
3,8,Liverpool,1960.71,13,0
3,8,Leipzig,1780.67,6,-4
3,8,Young Boys,1610.96,6,-7
3,8,Barcelona,2104.49,22,14
3,8,Bayer Leverkusen,1880.22,13,4
3,8,Atalanta,1841.39,10,2
3,8,Sporting CP,1707.67,13,0
3,8,AS Monaco,1546.16,1,-16
3,8,Aston Villa,1551.46,2,-12
3,8,Juventus,1969.55,19,14
3,8,PAOK,1657.97,10,-3
3,8,Galatasaray,1600.82,6,-10
3,8,Bologna,1536.58,4,-12
3,8,Girona,1546.4,4,-13
3,8,Maccabi Tel Aviv,1662.34,12,0
3,8,Arsenal,1854.03,17,10
3,8,Sparta Praha,1637.35,15,6
3,8,Sturm Graz,1518.24,7,-2
3,8,Shakhtar Donetsk,1743.38,11,-2
3,8,Fenerbahçe,1607.34,5,-11
3,8,Stuttgart,1559.74,8,-9
3,8,Benfica,1767.69,15,7
3,8,Feyenoord,1669.63,6,-10
3,8,Club Brugge,1684.69,4,-10
3,8,AC Milan,1838.99,10,-5
3,8,Stade Brestois,1552.63,11,0
